,Tweets,cluster
12785,q war crimes context assange,1
12786,insane armoured infantry trench assault ukraine war combat footage sniper reviews,1
12787,think sides story absolutemustread,1
12788,gentle remainder countries lost troops past months fighting control area square km,1
12789,pope giving strong sign bloody war started visit kyv visit ukraine disappointing selenskyi react finally francis,1
12790,im sorry good people dying result horrible war victory ukraine,0
12791,zelensky threatening hungary nato member zelenskyy highlighted ukraine blow pipeline destroy likely hungarian prime minister viktor orbans industry based heavily russian oil,1
12792,obsolete equipment changing course war favour ukraine,0
12793,johnson biden failed mission initially people went poor ukraine story johnson gets visibly richer quickly biden worms reawaken people realising little bits missed run war ukraine,1
12794,britain hosting behalf ukraine won year cant right hold contest war,0
12795,war civilian casualties low industrial commercial infrastructure ukraine destroyed war long time ago russia targeted specific areas avoided civilian targets bad faith question,0
12796,ukraine liberates occupied territory russian soldiers attack border russia won't accept peace ukraine need capture russian territorys bargaining tool finland continuation war,0
12797,work that's true drive ukraine little sign war graveyards dead soldiers liviv kyiv it's nonstop party time elites war bakhmut exterminatory,1
12798,question cause consideration ron desantis ready president beat establishment desanis needs prove,1
12799,donald j trump man stop ukraine war,0
12800,americans gave lend lease support ukraine war drop ocean compared,0
12801,lie according folks lied wanting peace want ukraine win war mr christie beauty making stuff performed,0
12802,policies removing military multiple un initiatives leaving nato deters war europe russia suspicious trump's solution bring peace ukraine pulling support allow russia kill millions proves loyalty putin,0
12803,reveal leader aggressive instincts sharply contrast publicfacing image calm stoic statesman weathering russias brutal onslaught insights gleaned intercepted digital communications,1
12804,dnipro residents mobilise support fellow citizens war effort france english,1
12805,controversial topics time including assassination jfk true nature pandemic war ukraine,1
12806,moscow dont want war wtf tanks ukraine,0
12807,putin suffered heart attack ukraine war coma years,0
12808,finally released hospital walked streets moscow amp recognized wandering stumbled nearest bar amp asked vodka,1
12809,lol didnt russia grozy chechen war thats happen people resist russia russia flattens entire city russia ukraine baltics baltics likely hungary balkans,0
12810,trump presidency change ukraine war definitely fa better bidenas trump promoted wars non alliesin fact authorized vacate afghanno warswith systematic plan save federal money unwanted,1
12811,putin create quick peace day retreating russia stop invasion ukraine putin war long longer lasts chance hanging total defeat choice,0
12812,remember germany wealthier russia terms gdp relied heavily russian energy ukraine war winwin tz ke right hope ug oil available begin production,0
12813,example note size it's possible fuel explosion recent explosion eclipsed flying ammo etc compare,1
12814,total shitzen putin apologist,1
12815,putin invaded ukraine fact,0
12816,praise trump convicted sex offender,1
12817,hope mr putin told fuck corrupt eu nato destroying europe people stupid uk know ukraine war bullshit war like iraq innocent people sides losing lives great countries sad,0
12818,faschisten gesellen sich gerne und mgen sich war schon bei hitler und mussolini,1
12819,yes uk government providing arms ukraine direct involvement conflict,1
12820,replying russian embassy tweet stating oppose idea war war escalation 'comforting russia barbarians' stretch someone's limited imagination,0
12821,sanctioned war crimes inpalestine afghanistan yemen syria iraq iran everyday supplying ukraine weapons sanctions,0
12822,mi su landed negatively bryansk region russia,1
12823,afternoon russian mi helicopter crashed bryansk region killing pilots later known su supersonic fighterbomber crashed nearbyukraine russia war,1
12824,ukraine flag bio opinion goes toilet lol dvmb fvck cold war nato propaganda words like totalitarian,0
12825,'active nonalignment' means south africa engaging ukraine russia clearly case interaction entirely onesided russia,0
12826,election prsidentielle en turquie,1
12827,arseneobserver guerre guerrerussieukraine ukraine russia war peace warend manifestation liberte egalite fraternite france macron retraites reformedesretraites greve erdogan turkey,0
12828,here's record books that's banks thers like total that's yikes world wide cover ukraine bidens war cover wouldn't thator,1
12829,todays situation ukraine similar nazi germany spring bunch psychos sick person hitler pushed lost war today sick person usa bunch psychos led zelensky outcome,1
12830,english language media reporting navy seal daniel swift went ukraine kill russians reality killed wagner pmc bakhmut days ago rpg strike swiftly ended life,1
12831,americans stay away isn't war,1
12832,zelensky takes time counting money tourist trip poor people ukraine proxy war stop,0
12833,trump ukraine russia war,0
12834,natomember poland alert infractions airspace war rages neighbouring ukraine incidents november december missiles landed territory russia war,0
12835,false excuse invasion annexation nazi germany sudetenland germans,1
12836,it's complete fascist nonsense,1
12837,zelensky broke promises forced russia start war annex ukraine,0
12838,beat countries we're badly let's wait year pans condemning,1
12839,better germany what's excuseoh yes little war ukraine affecting energy crisis,0
12840,king biden pushback republicans,1
12841,joe spends money like drunken sailor funding war russia ukraine bending china eos legislative approval fcking bipartisan omnibus bill oh disastrous withdrawal afghanistan,0
12842,false putin said russia want economicalpolitical world power counterbalance western,0
12843,modern days subjugate countries stupid people believe war,1
12844,ukraine invaded nato expantion,0
12845,west bleeding war ukraine idiotic agenda climate hoax world government total citizen control shooting foot governments taking care,1
12846,war ukraine planes helicopters shot day city russian air force lived worst day beginning conflict,0
12847,brutal attack ukraine troops destroy convoy russian tanks crossing countryside bakhmut,1
12848,putlers parody onetank parade means ruzzias war ukraine,0
12849,means ruzzia doesn't rate superpower scale power scale,1
12850,oct finally ukrainians big war ukraine explained,0
12851,long targets helt war effort allowed attacks stop imidiately russia witdraw ukraine ita russia attacked ukraine,0
12852,'special operation' merely russian genocidal war ukraine,0
12853,lasting peace russia kicked entirely ukraine democratic country,0
